inchikey,key14,smiles_std,compound_name,bbb_class,logbb,b3db_threshold,b3db_uncertainty_classification,b3db_uncertainty_regression,b3db_reference_classification,b3db_reference_regression,source_id_classification,source_id_regression,coconut_id_exact_match,coconut_ids_key14_match,coconut_matches_key14
AGOYDEPGAOXOCK-RUWAMPOUSA-N,AGOYDEPGAOXOCK,CC[C@@H]1OC(=O)[C@@H](C)[C@@H](O[C@@H]2CC(C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H](O[C@@H]2O[C@@H](C)C[C@H](N(C)C)[C@@H]2O)C(C)(OC)C[C@H](C)C(=O)[C@@H](C)[C@H](O)C1(C)O,,BBB-,,-1.0,B,,R13|,,b3db_classification:3127,,CNP0336714.1,CNP0336714.1|CNP0336714.2,2
AGOYDEPGAOXOCK-UHFFFAOYSA-N,AGOYDEPGAOXOCK,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,"hydro-2h-pyran-2-yl]oxy}-7-methoxy-3,5,7,9,11,13-hexame",BBB-,,-1.0,B,,R19|R14|R23|R27|,,b3db_classification:4372,,CNP0336714.1,CNP0336714.1|CNP0336714.2,2
AGOYDEPGAOXOCK-UYLHGGFJSA-N,AGOYDEPGAOXOCK,CC[C@@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@@H](C)[C@@H](O)[C@]1(C)O,clarithromycin,BBB-,,,C,,R6|,,b3db_classification:4825,,CNP0336714.1,CNP0336714.1|CNP0336714.2,2
AGOYDEPGAOXOCK-WUOIKIOCSA-N,AGOYDEPGAOXOCK,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@H]2O[C@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@](C)(OC)C[C@H](C)C(=O)[C@H](C)[C@H](O)[C@@]1(C)O,clarithromycin,BBB-,,,C,,R27|R30|,,b3db_classification:7237,,CNP0336714.1,CNP0336714.1|CNP0336714.2,2
AGPJYMKPDQMPIB-UHFFFAOYSA-N,AGPJYMKPDQMPIB,CN1C(C(=O)Nc2ccccn2)=Cc2sccc2S1(=O)=O,cn1s(c2=c(c=c1c(=o)nc1=nc=cc=c1)sc=c2)(=o)=o,BBB+,,,C,,R27|,,b3db_classification:7284,,,,0
AHCPKWJUALHOPH-UHFFFAOYSA-N,AHCPKWJUALHOPH,Clc1cnn(CCCCN2CCN(c3ncccn3)CC2)c1,lesopitron,BBB+,,-1.0,B,,R1|R13|R19|R6|R24|R27|R27|R27|R30|R30|,,b3db_classification:2249,,CNP0517876.0,CNP0517876.0,1
AHDBQMJRRXVRDY-UHFFFAOYSA-N,AHDBQMJRRXVRDY,CC1(C)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1,zetidoline,BBB+,,-1.0,B,,R1|R13|R19|R6|R24|R27|R27|R27|R30|R30|,,b3db_classification:1326,,,,0
AHEVKYYGXVEWNO-AAOJFGCVSA-N,AHEVKYYGXVEWNO,CN(C)[C@@H]1C(O)=C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)[C@H]3C[C@@H]12,,BBB-,,-1.0,B,,R13|,,b3db_classification:3191,,,CNP0074494.1,1
AHEVKYYGXVEWNO-UCZMGVJWSA-N,AHEVKYYGXVEWNO,CN(C)[C@@H]1C(O)=C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)[C@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,,BBB-,,,C,,R24|,,b3db_classification:6362,,,CNP0074494.1,1
AHEVKYYGXVEWNO-WQPVWCNGSA-N,AHEVKYYGXVEWNO,CN(C)[C@H]1C(O)=C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,lymecycline,BBB-,,,C,,R27|R30|,,b3db_classification:7271,,,CNP0074494.1,1
AHKAOMZZTQULDS-CYBMUJFWSA-N,AHKAOMZZTQULDS,O=C(O[C@@H]1CN2CCC1CC2)c1ccccc1,(s)-3-(benzoyloxy)quinuclidine,BBB+,,-1.0,B,,R13|R24|,,b3db_classification:3735,,,,0
AHKAOMZZTQULDS-UHFFFAOYSA-N,AHKAOMZZTQULDS,O=C(OC1CN2CCC1CC2)c1ccccc1,benzoclidine,BBB+,,-1.0,B,,R1|R13|R19|R6|R27|R27|R30|,,b3db_classification:2422,,,,0
AHKAOMZZTQULDS-ZDUSSCGKSA-N,AHKAOMZZTQULDS,O=C(O[C@H]1CN2CCC1CC2)c1ccccc1,benzoclidine,BBB+,,,C,,R27|R30|,,b3db_classification:7668,,,,0
AHLBNYSZXLDEJQ-UHFFFAOYSA-N,AHLBNYSZXLDEJQ,CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,orlistat,BBB-,,,C,,R14|R23|,,b3db_classification:5193,,,CNP0236388.1|CNP0236388.2,2
AHOUBRCZNHFOSL-JRZJBTRGSA-N,AHOUBRCZNHFOSL,Fc1ccc([C@@H]2CCNCC2COc2ccc3c(c2)OCO3)cc1,schembl12537969,BBB+,0.52,,A,B,R18|R26|R27|,R18|R26|R27|,b3db_classification:831,b3db_regression:769,,,0
AHOUBRCZNHFOSL-RHSMWYFYSA-N,AHOUBRCZNHFOSL,Fc1ccc([C@H]2CCNC[C@@H]2COc2ccc3c(c2)OCO3)cc1,112058-85-2,BBB+,,,C,,R24|R27|,,b3db_classification:6687,,,,0
AHOUBRCZNHFOSL-UHFFFAOYSA-N,AHOUBRCZNHFOSL,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,"3-(1,3-benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",BBB+,,-1.0,B,,R19|R6|R14|R27|R37|,,b3db_classification:4610,,,,0
AHOUBRCZNHFOSL-WMLDXEAASA-N,AHOUBRCZNHFOSL,Fc1ccc([C@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,tocris-2141,BBB+,,-1.0,B,,R13|R27|R30|,,b3db_classification:3660,,,,0
AHOUBRCZNHFOSL-YOEHRIQHSA-N,AHOUBRCZNHFOSL,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,paroxetine,BBB+,,-1.0,B,,R1|R15|R23|R27|R30|R34|,,b3db_classification:2266,,,,0
AHZBEVXBKNYXPU-UHFFFAOYSA-N,AHZBEVXBKNYXPU,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1,distigmine,BBB-,,,C,,R14|,,b3db_classification:5259,,CNP0580207.0,CNP0580207.0,1
AIFRHYZBTHREPW-UHFFFAOYSA-N,AIFRHYZBTHREPW,c1ccc2c(c1)[nH]c1cnccc12,"9h-pyrido[3,4-b]indole",BBB+,0.48,,A,B,R2|R2|R20|R25|R27|R46|,R2|R2|R20|R25|R27|R46|,b3db_classification:817,b3db_regression:761,CNP0135748.0,CNP0135748.0|CNP0599395.0,2
AIJTTZAVMXIJGM-JTQLQIEISA-N,AIJTTZAVMXIJGM,Cc1c(F)c(N2CCN[C@@H](C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,"grepafloxacin, (s)-",BBB-,,-1.0,B,,R13|,,b3db_classification:3595,,,,0
AIJTTZAVMXIJGM-UHFFFAOYSA-N,AIJTTZAVMXIJGM,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,grepafloxacin,BBB-,,-1.0,B,,R1|R6|R23|R27|R30|,,b3db_classification:2165,,,,0
AIONOLUJZLIMTK-UHFFFAOYSA-N,AIONOLUJZLIMTK,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,hesperetin,BBB-,,,C,,R23|,,b3db_classification:5814,,,CNP0393256.1|CNP0393256.2,2
AIUHRQHVWSUTGJ-UHFFFAOYSA-N,AIUHRQHVWSUTGJ,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,thiopropazate,BBB+,,-1.0,B,,R1|R13|R19|R6|R14|R23|R24|R27|R27|R27|R30|R30|,,b3db_classification:1195,,,,0
AIUVMRWABMMYHB-HZPDHXFCSA-N,AIUVMRWABMMYHB,O[C@]1(c2ccc(Cl)cc2)c2ccccc2[C@@H]2NCCN21,,BBB+,,,C,,R24|,,b3db_classification:6782,,,,0
AIXQQSTVOSFSMO-RBOXIYTFSA-N,AIXQQSTVOSFSMO,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCNC2,norgalanthamine,BBB+,0.18,,A,A,R47|,R47|,b3db_classification:654,b3db_regression:151,CNP0244416.1,CNP0244416.1|CNP0244416.2|CNP0244416.4,3
AIZFEOPQVZBNGH-UHFFFAOYSA-N,AIZFEOPQVZBNGH,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1,bentazepam,BBB+,,-1.0,B,,R1|R13|R13|R19|R6|R24|R27|R27|R27|R30|R30|,,b3db_classification:2456,,CNP0349403.0,CNP0349403.0,1
AJDSHXKJJDQZCJ-KRWDZBQOSA-N,AJDSHXKJJDQZCJ,CN(C)CC[C@@H](c1ccccc1)C1CCCCC1,gamfexine,BBB+,,,C,,R24|R27|R30|,,b3db_classification:6349,,,,0
AJDSHXKJJDQZCJ-QGZVFWFLSA-N,AJDSHXKJJDQZCJ,CN(C)CC[C@H](c1ccccc1)C1CCCCC1,unii-3d1adw989q,BBB+,,-1.0,B,,R13|,,b3db_classification:3164,,,,0
AJDSHXKJJDQZCJ-UHFFFAOYSA-N,AJDSHXKJJDQZCJ,CN(C)CCC(c1ccccc1)C1CCCCC1,gamfexine,BBB+,,-1.0,B,,R1|R19|R6|R27|R27|R30|,,b3db_classification:1741,,,,0
AJKIRUJIDFJUKJ-UHFFFAOYSA-N,AJKIRUJIDFJUKJ,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1,taurolidine,BBB-,,,C,,R23|,,b3db_classification:5954,,CNP0563483.0,CNP0563483.0,1
AJLFOPYRIVGYMJ-INTXDZFKSA-N,AJLFOPYRIVGYMJ,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,mevastatin,BBB+,,-1.0,B,,R1|R6|R27|R30|,,b3db_classification:1669,,CNP0120181.1,CNP0120181.1|CNP0120181.10|CNP0120181.11|CNP0120181.12|CNP0120181.2|CNP0120181.3|CNP0120181.4|CNP0120181.5|CNP0120181.6|CNP0120181.7|CNP0120181.8|CNP0120181.9,12
AJLFOPYRIVGYMJ-UHFFFAOYSA-N,AJLFOPYRIVGYMJ,CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,mls002702124,BBB+,,-1.0,B,,R19|R27|,,b3db_classification:4346,,CNP0120181.1,CNP0120181.1|CNP0120181.10|CNP0120181.11|CNP0120181.12|CNP0120181.2|CNP0120181.3|CNP0120181.4|CNP0120181.5|CNP0120181.6|CNP0120181.7|CNP0120181.8|CNP0120181.9,12
AJLFOPYRIVGYMJ-WUKFAISXSA-N,AJLFOPYRIVGYMJ,CC[C@@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@@H](CC[C@@H]3C[C@H](O)CC(=O)O3)[C@@H]21,,BBB+,,,C,,R24|,,b3db_classification:6285,,CNP0120181.1,CNP0120181.1|CNP0120181.10|CNP0120181.11|CNP0120181.12|CNP0120181.2|CNP0120181.3|CNP0120181.4|CNP0120181.5|CNP0120181.6|CNP0120181.7|CNP0120181.8|CNP0120181.9,12
AJLFOPYRIVGYMJ-YTIHWHOJSA-N,AJLFOPYRIVGYMJ,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@@H](CC[C@H]3C[C@H](O)CC(=O)O3)[C@H]21,mevastatin,BBB+,,,C,,R27|R30|,,b3db_classification:7213,,CNP0120181.1,CNP0120181.1|CNP0120181.10|CNP0120181.11|CNP0120181.12|CNP0120181.2|CNP0120181.3|CNP0120181.4|CNP0120181.5|CNP0120181.6|CNP0120181.7|CNP0120181.8|CNP0120181.9,12
AJLFOPYRIVGYMJ-ZISZTCLUSA-N,AJLFOPYRIVGYMJ,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@H]3C[C@H](O)CC(=O)O3)[C@@H]21,,BBB+,,-1.0,B,,R13|,,b3db_classification:3130,,CNP0120181.1,CNP0120181.1|CNP0120181.10|CNP0120181.11|CNP0120181.12|CNP0120181.2|CNP0120181.3|CNP0120181.4|CNP0120181.5|CNP0120181.6|CNP0120181.7|CNP0120181.8|CNP0120181.9,12
AJOQSQHYDOFIOX-SECBINFHSA-N,AJOQSQHYDOFIOX,CC[C@@H](C(=O)NC(N)=O)c1ccccc1,n-[(r)-2-phenylbutanoyl]urea,BBB+,,,C,,R27|R30|,,b3db_classification:7188,,,,0
AJOQSQHYDOFIOX-UHFFFAOYSA-N,AJOQSQHYDOFIOX,CCC(C(=O)NC(N)=O)c1ccccc1,pheneturide,BBB+,,-1.0,B,,R1|R19|R6|R27|R27|R30|,,b3db_classification:1447,,,,0
AJOQSQHYDOFIOX-VIFPVBQESA-N,AJOQSQHYDOFIOX,CC[C@H](C(=O)NC(N)=O)c1ccccc1,zinc274,BBB+,,-1.0,B,,R13|R24|,,b3db_classification:3128,,,,0
AJQCDZXJUGAKIQ-GFCCVEGCSA-N,AJQCDZXJUGAKIQ,N#Cc1ccccc1C(=O)NCCC[C@@H]1CCOC1,indomethacin,BBB-,,-1.0,B,,R16|R16|R10|R10|,,b3db_classification:4068,,,,0
AJXPJJZHWIXJCJ-GFCCVEGCSA-N,AJXPJJZHWIXJCJ,CN1C(=O)C[C@](C)(c2ccccc2)C1=O,methsuximide (mesuximide),BBB+,,,C,,R27|R30|,,b3db_classification:7280,,CNP0437558.0,CNP0437558.0,1
AJXPJJZHWIXJCJ-LBPRGKRZSA-N,AJXPJJZHWIXJCJ,CN1C(=O)C[C@@](C)(c2ccccc2)C1=O,39122-23-1,BBB+,,,C,,R24|R27|,,b3db_classification:6379,,CNP0437558.0,CNP0437558.0,1
AJXPJJZHWIXJCJ-UHFFFAOYSA-N,AJXPJJZHWIXJCJ,CN1C(=O)CC(C)(c2ccccc2)C1=O,methsuximide(mesuximide),BBB+,,-1.0,B,,R1|R13|R19|R6|R14|R23|R27|R27|R30|,,b3db_classification:1801,,CNP0437558.0,CNP0437558.0,1
AKGKAYPBGCUOAQ-UHFFFAOYSA-N,AKGKAYPBGCUOAQ,CC(C)(C)[N+](O)=Cc1cc[n+]([O-])cc1,zinc5354935,BBB+,,-1.0,B,,R13|,,b3db_classification:2788,,,,0
AKGNEJHNADLZKW-DTTDTAHCSA-N,AKGNEJHNADLZKW,C[C@@]12C=CC(=O)[C@H]1C(=O)CC[C@H]1[C@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,BBB+,,,C,,R24|,,b3db_classification:6595,,,,0
AKGNEJHNADLZKW-GQPZWLEYSA-N,AKGNEJHNADLZKW,C[C@@]12C=CC(=O)[C@H]1C(=O)CC[C@@H]1[C@H]2[C@@H](O)C[C@@]2(C)[C@@H]1CC[C@@]2(O)C(=O)CO,oxisopred,BBB+,,,C,,R27|R30|,,b3db_classification:7490,,,,0
AKGNEJHNADLZKW-JGASLBSBSA-N,AKGNEJHNADLZKW,C[C@]12C=CC(=O)C1C(=O)CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,oxisopred,BBB+,,,C,,R6|,,b3db_classification:4963,,,,0
AKGNEJHNADLZKW-OHTXTBJQSA-N,AKGNEJHNADLZKW,CC12C=CC(=O)[C@@H]1C(=O)CC[C@@H]1[C@@H]2[C@@H](O)CC2(C)[C@H]1CCC2(O)C(=O)CO,,BBB+,,-1.0,B,,R13|,,b3db_classification:2906,,,,0
AKGNEJHNADLZKW-UHFFFAOYSA-N,AKGNEJHNADLZKW,CC12C=CC(=O)C1C(=O)CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,oxisopred,BBB+,,-1.0,B,,R19|R27|,,b3db_classification:4268,,,,0
AKNNEGZIBPJZJG-MSOLQXFVSA-N,AKNNEGZIBPJZJG,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,noscapine,BBB+,,-1.0,B,,R1|R6|R27|R30|,,b3db_classification:2065,,CNP0236036.1|CNP0236036.2|CNP0236036.7,CNP0236036.1|CNP0236036.2|CNP0236036.3|CNP0236036.4|CNP0236036.5|CNP0236036.7,6
AKNNEGZIBPJZJG-ROUUACIJSA-N,AKNNEGZIBPJZJG,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@@H]1c2c(cc3c(c2OC)OCO3)CCN1C,"(s,r)-noscapine",BBB+,,-1.0,B,,R13|R24|,,b3db_classification:3449,,CNP0236036.1|CNP0236036.2|CNP0236036.7,CNP0236036.1|CNP0236036.2|CNP0236036.3|CNP0236036.4|CNP0236036.5|CNP0236036.7,6
AKNNEGZIBPJZJG-UHFFFAOYSA-N,AKNNEGZIBPJZJG,COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,noscapine,BBB+,,-1.0,B,,R19|R27|,,b3db_classification:4565,,CNP0236036.1|CNP0236036.2|CNP0236036.7,CNP0236036.1|CNP0236036.2|CNP0236036.3|CNP0236036.4|CNP0236036.5|CNP0236036.7,6
AKNNEGZIBPJZJG-ZWKOTPCHSA-N,AKNNEGZIBPJZJG,COc1ccc2c(c1OC)C(=O)O[C@H]2[C@@H]1c2c(cc3c(c2OC)OCO3)CCN1C,noscapine,BBB+,,,C,,R27|R30|,,b3db_classification:7427,,CNP0236036.1|CNP0236036.2|CNP0236036.7,CNP0236036.1|CNP0236036.2|CNP0236036.3|CNP0236036.4|CNP0236036.5|CNP0236036.7,6
AKPLHCDWDRPJGD-UHFFFAOYSA-N,AKPLHCDWDRPJGD,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,1088-11-5,BBB+,0.5,,A,D,R3|R5|R11|R12|R18|R25|R26|R27|R31|R35|R36|R38|R39|R41|R43|R47|R2|R2|R8|R27|R21|R27|R40|R4|,R3|R5|R11|R12|R18|R25|R26|R27|R31|R35|R36|R38|R39|R41|R43|R47|R2|R2|R8|R27|R21|R27|R40|R4|,b3db_classification:825,b3db_regression:1023,CNP0312277.0|CNP0492111.0,CNP0312277.0|CNP0492111.0,2
AKUJBENLRBOFTD-FQCLWKGYSA-N,AKUJBENLRBOFTD,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,betamethasone-acetate (dexamethasone-acetate),BBB+,,,C,,R27|R30|,,b3db_classification:6897,,,,0
AKUJBENLRBOFTD-HIBZCRSPSA-N,AKUJBENLRBOFTD,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,dexamethasone-acetate,BBB+,,,C,,R6|,,b3db_classification:4701,,,,0
AKUJBENLRBOFTD-JWCUTEEWSA-N,AKUJBENLRBOFTD,CC(=O)OCC(=O)C1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC21C,,BBB+,,-1.0,B,,R13|,,b3db_classification:2722,,,,0
AKUJBENLRBOFTD-LMVORRBJSA-N,AKUJBENLRBOFTD,CC(=O)OCC(=O)[C@]1(O)[C@H](C)C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@]21C,,BBB+,,,C,,R24|,,b3db_classification:6029,,,,0
AKUJBENLRBOFTD-QZIXMDIESA-N,AKUJBENLRBOFTD,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,betamethasone-acetate,BBB+,,-1.0,B,,R1|R6|R27|R30|,,b3db_classification:1171,,,,0
AKUJBENLRBOFTD-UHFFFAOYSA-N,AKUJBENLRBOFTD,CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,dexamethasone-21-acetate,BBB+,,-1.0,B,,R19|R27|,,b3db_classification:4166,,,,0
ALARQZQTBTVLJV-CYBMUJFWSA-N,ALARQZQTBTVLJV,CC[C@@]1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,"(5r)-5-ethyl-1-methyl-5-phenyl-1,3-diazinane-2,4,6-trione",BBB+,,,C,,R24|,,b3db_classification:6305,,CNP0565764.0,CNP0565764.0,1
ALARQZQTBTVLJV-UHFFFAOYSA-N,ALARQZQTBTVLJV,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,mephobarbital(methylphenobarbital),BBB+,,-1.0,B,,R1|R13|R19|R6|R14|R23|R27|R27|R30|,,b3db_classification:1479,,CNP0565764.0,CNP0565764.0,1
ALARQZQTBTVLJV-ZDUSSCGKSA-N,ALARQZQTBTVLJV,CC[C@]1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,(+)-mephobarbitol,BBB+,,,C,,R27|R30|,,b3db_classification:7240,,CNP0565764.0,CNP0565764.0,1
ALELTFCQZDXAMQ-INIZCTEOSA-N,ALELTFCQZDXAMQ,C[C@@H](CC1c2ccccc2CCc2ccccc21)CN(C)C,unii-oe8026nxvx,BBB+,,,C,,R24|R27|R30|,,b3db_classification:6556,,CNP0581658.0,CNP0581658.0,1
ALELTFCQZDXAMQ-UHFFFAOYSA-N,ALELTFCQZDXAMQ,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,butriptyline,BBB+,,-1.0,B,,R1|R13|R19|R6|R27|R27|R30|,,b3db_classification:1286,,CNP0581658.0,CNP0581658.0,1
ALEXXDVDDISNDU-DRNXLAJYSA-N,ALEXXDVDDISNDU,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,hydrocortisone-acetate,BBB+,,,C,,R27|R30|,,b3db_classification:6893,,CNP0201255.1,CNP0201255.1|CNP0201255.10|CNP0201255.2|CNP0201255.3|CNP0201255.4|CNP0201255.5|CNP0201255.6|CNP0201255.7|CNP0201255.8|CNP0201255.9,10
ALEXXDVDDISNDU-JZYPGELDSA-N,ALEXXDVDDISNDU,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,hydrocortisone-acetate,BBB+,,-1.0,B,,R1|R6|R27|R30|,,b3db_classification:1168,,CNP0201255.1,CNP0201255.1|CNP0201255.10|CNP0201255.2|CNP0201255.3|CNP0201255.4|CNP0201255.5|CNP0201255.6|CNP0201255.7|CNP0201255.8|CNP0201255.9,10
ALEXXDVDDISNDU-LZTNSQFMSA-N,ALEXXDVDDISNDU,CC(=O)OCC(=O)C1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4(C)[C@H]3[C@@H](O)CC21C,,BBB+,,-1.0,B,,R13|,,b3db_classification:2717,,CNP0201255.1,CNP0201255.1|CNP0201255.10|CNP0201255.2|CNP0201255.3|CNP0201255.4|CNP0201255.5|CNP0201255.6|CNP0201255.7|CNP0201255.8|CNP0201255.9,10
ALEXXDVDDISNDU-UBUYVYIHSA-N,ALEXXDVDDISNDU,CC(=O)OCC(=O)[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]21C,zinc253586540,BBB+,,,C,,R24|,,b3db_classification:6027,,CNP0201255.1,CNP0201255.1|CNP0201255.10|CNP0201255.2|CNP0201255.3|CNP0201255.4|CNP0201255.5|CNP0201255.6|CNP0201255.7|CNP0201255.8|CNP0201255.9,10
ALEXXDVDDISNDU-UHFFFAOYSA-N,ALEXXDVDDISNDU,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,hydrocortisoni acetas,BBB+,,-1.0,B,,R19|R27|,,b3db_classification:4174,,CNP0201255.1,CNP0201255.1|CNP0201255.10|CNP0201255.2|CNP0201255.3|CNP0201255.4|CNP0201255.5|CNP0201255.6|CNP0201255.7|CNP0201255.8|CNP0201255.9,10
ALFGKMXHOUSVAD-UHFFFAOYSA-N,ALFGKMXHOUSVAD,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,ketobemidone,BBB+,,-1.0,B,,R1|R13|R19|R6|R24|R27|R27|R27|R30|R30|,,b3db_classification:1417,,CNP0573999.0,CNP0573999.0,1
ALHZOZGEQMHCRV-UHFFFAOYSA-N,ALHZOZGEQMHCRV,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccc(Br)cc1)c1ccc(F)cc1,p-bromospiperone,BBB+,0.07,,A,B,R2|R2|R3|R8|R21|R25|R27|R27|R38|R41|R43|R47|R40|,R2|R2|R3|R8|R21|R25|R27|R27|R38|R41|R43|R47|R40|,b3db_classification:593,b3db_regression:615,,,0
ALLWOAVDORUJLA-UHFFFAOYSA-N,ALLWOAVDORUJLA,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,rebamipide,BBB-,,,C,,R14|,,b3db_classification:5389,,CNP0437670.0|CNP0575271.0,CNP0437670.0|CNP0575271.0,2
ALOBUEHUHMBRLE-HXUWFJFHSA-N,ALOBUEHUHMBRLE,CCCCCCCN(CC)CCC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1,(r)-ibutilide,BBB+,,,C,,R27|,,b3db_classification:7096,,CNP0437678.0,CNP0437678.0,1
ALOBUEHUHMBRLE-UHFFFAOYSA-N,ALOBUEHUHMBRLE,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,ibutilide,BBB-,,,C,,R15|,,b3db_classification:5469,,CNP0437678.0,CNP0437678.0,1
ALWJDKVZIBLYRE-YESZJQIVSA-N,ALWJDKVZIBLYRE,COc1ccc([C@H]2[C@H](S(=O)(=O)c3ccccc3)[C@@]2(N)CO)cc1,loratadine,BBB-,,-1.0,B,,R16|R10|,,b3db_classification:3999,,,,0
ALYNCZNDIQEVRV-UHFFFAOYSA-N,ALYNCZNDIQEVRV,Nc1ccc(C(=O)O)cc1,4-aminobenzoic acid,BBB-,-1.4,,A,A,R47|,R47|,b3db_classification:61,b3db_regression:18,CNP0152805.0|CNP0528356.0|CNP0585530.0,CNP0152805.0|CNP0528356.0|CNP0585530.0,3
AMDBBAQNWSUWGN-UHFFFAOYSA-N,AMDBBAQNWSUWGN,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,ioversol,BBB-,,,C,,R23|,,b3db_classification:5925,,CNP0571562.0,CNP0571562.0,1
